categoryCode,blockCode,parent,dataType,industryType,tradeDate,categoryType,num,directionNum,numChange,prePctChangeRate,isTrack,isPpp
,885957.DDBK,000031.BKDL,0,0,20240517,,10.01,,-10.01,0.96,0,0
,886009.DDBK,000031.BKDL,0,0,20240517,,10.01,,10.01,0.53,0,0
,886042.DDBK,000031.BKDL,0,0,20240517,,10.01,,0.0,0.41,0,0
,886050.DDBK,000031.BKDL,0,0,20240517,,10.01,,-10.01,0.9,0,0
000025.BKDL,,,,,20240517,1.0,80.05,,30.0,0.67,0,0
,885574.DDBK,000025.BKDL,0,0,20240517,,30.01,,20.0,0.51,0,0
,885312.DDBK,000025.BKDL,0,0,20240517,,20.02,,0.0,0.72,0,0
,885556.DDBK,000025.BKDL,0,0,20240517,,20.02,,-10.01,1.19,0,0
,885868.DDBK,000025.BKDL,0,0,20240517,,20.01,,10.0,0.48,0,0
000016.BKDL,,,,,20240517,1.0,60.03,,19.99,1.04,0,0
,885378.DDBK,000016.BKDL,0,0,20240517,,30.02,,20.01,1.32,0,0
,885568.DDBK,000016.BKDL,0,0,20240517,,30.01,,-0.02,0.79,0,0
,885881.DDBK,000016.BKDL,0,0,20240517,,10.01,,0.0,0.89,0,0
,885956.DDBK,000016.BKDL,0,0,20240517,,10.0,,10.0,0.98,0,0
000026.BKDL,,,,,20240517,2.0,50.05,,0.0,0.39,1,0
,885840.DDBK,000026.BKDL,0,0,20240517,,40.04,,0.0,0.18,1,0
,885965.DDBK,000026.BKDL,0,0,20240517,,10.01,,10.01,0.15,1,0
000009.BKDL,,,,,20240517,2.0,50.05,,-20.02,0.12,1,0
,885539.DDBK,000009.BKDL,0,0,20240517,,10.01,,0.0,0.08,1,0
,885846.DDBK,000009.BKDL,0,0,20240517,,10.01,,0.0,0.6,1,0
,885883.DDBK,000009.BKDL,0,0,20240517,,10.01,,0.0,0.72,1,0
,885927.DDBK,000009.BKDL,0,0,20240517,,10.01,,10.01,-0.76,1,0
,885993.DDBK,000009.BKDL,0,0,20240517,,10.01,,0.0,1.62,1,0
,886015.DDBK,000009.BKDL,0,0,20240517,,10.01,,10.01,-0.57,1,0
,886051.DDBK,000009.BKDL,0,0,20240517,,10.01,,10.01,-0.76,1,0
000037.BKDL,,,,,20240517,2.0,40.04,,-20.02,0.03,1,0
,885520.DDBK,000037.BKDL,0,0,20240517,,30.03,,-10.01,-0.04,1,1
,885745.DDBK,000037.BKDL,0,0,20240517,,10.01,,-10.01,0.17,1,0
000032.BKDL,,,,,20240517,1.0,30.03,,-70.07,0.46,0,0
,885598.DDBK,000032.BKDL,0,0,20240517,,30.03,,-70.07,0.46,0,0
,885905.DDBK,000032.BKDL,0,0,20240517,,30.03,,-50.05,0.53,0,0
,885907.DDBK,000032.BKDL,0,0,20240517,,10.01,,10.01,0.43,0,0
000029.BKDL,,,,,20240517,1.0,30.03,,-10.01,0.56,0,0
,885800.DDBK,000029.BKDL,0,0,20240517,,50.04,,10.0,1.07,1,0
,885738.DDBK,000029.BKDL,0,0,20240517,,20.02,,10.01,0.24,0,0
,885809.DDBK,000029.BKDL,0,0,20240517,,20.02,,10.01,0.78,0,0
,885774.DDBK,000029.BKDL,0,0,20240517,,10.01,,10.01,0.44,0,0
,885875.DDBK,000029.BKDL,0,0,20240517,,10.01,,0.0,0.99,0,0
,885953.DDBK,000029.BKDL,0,0,20240517,,10.01,,10.01,0.85,0,0
,885959.DDBK,000029.BKDL,0,0,20240517,,10.01,,10.01,1.67,0,0
,886020.DDBK,000029.BKDL,0,0,20240517,,10.01,,10.01,0.28,0,0
000022.BKDL,,,,,20240517,2.0,30.03,,20.02,0.27,1,0
,885633.DDBK,000022.BKDL,0,0,20240517,,10.01,,10.01,0.69,1,0
,885650.DDBK,000022.BKDL,0,0,20240517,,10.01,,0.0,0.94,1,0
,885937.DDBK,000022.BKDL,0,0,20240517,,10.01,,10.01,1.15,1,0
000024.BKDL,,,,,20240517,2.0,30.03,,10.01,0.36,1,0
,885706.DDBK,000024.BKDL,0,0,20240517,,20.02,,20.02,-0.02,1,0
,885962.DDBK,000024.BKDL,0,0,20240517,,10.01,,0.0,1.19,1,0
000028.BKDL,,,,,20240517,2.0,30.02,,-0.01,-0.57,1,0
,885699.DDBK,000028.BKDL,0,0,20240517,,30.02,,-0.01,-0.57,1,1
000036.BKDL,,,,,20240517,1.0,30.02,,-40.05,0.16,0,0
,885544.DDBK,000036.BKDL,0,0,20240517,,30.02,,-40.05,0.17,0,0
000019.BKDL,,,,,20240517,1.0,20.01,,-0.01,0.65,0,0
,885522.DDBK,000019.BKDL,0,0,20240517,,20.01,,10.0,1.07,0,0
,885895.DDBK,000019.BKDL,0,0,20240517,,10.01,,0.0,0.79,0,0
000021.BKDL,,,,,20240517,2.0,10.01,,0.0,0.04,1,0
,885968.DDBK,000021.BKDL,0,0,20240517,,10.01,,0.0,-0.02,1,0
000001.BKDL,,,,,20240517,2.0,10.0,,-50.06,-0.31,1,0
,885284.DDBK,000001.BKDL,0,0,20240517,,10.0,,-10.02,-0.9,1,0
000027.BKDL,,,,,20240516,1.0,130.13,,80.05,-0.92,0,0
,885431.DDBK,000027.BKDL,0,0,20240516,,80.08,,70.06,-0.96,0,0
,885997.DDBK,000027.BKDL,0,0,20240516,,80.08,,60.03,-0.79,0,0
,885461.DDBK,000027.BKDL,0,0,20240516,,40.04,,20.02,-1.3,0,0
,885545.DDBK,000027.BKDL,0,0,20240516,,20.02,,10.01,-0.79,0,0
,885564.DDBK,000027.BKDL,0,0,20240516,,20.02,,20.02,-0.53,0,0
,886001.DDBK,000027.BKDL,0,0,20240516,,20.02,,10.01,-1.54,0,0
,885467.DDBK,000027.BKDL,0,0,20240516,,10.01,,10.01,-0.89,0,0
,885902.DDBK,000027.BKDL,0,0,20240516,,10.01,,0.0,-0.37,0,0
,885943.DDBK,000027.BKDL,0,0,20240516,,10.01,,10.01,-0.92,0,0
,886000.DDBK,000027.BKDL,0,0,20240516,,10.01,,10.01,-1.41,0,0
,886066.DDBK,000027.BKDL,0,0,20240516,,10.01,,10.01,0.23,0,0
,886067.DDBK,000027.BKDL,0,0,20240516,,10.01,,10.01,0.6,0,0
000033.BKDL,,,,,20240516,1.0,120.12,,60.02,-0.85,0,0
,885517.DDBK,000033.BKDL,0,0,20240516,,60.06,,20.01,-0.95,0,0
,885929.DDBK,000033.BKDL,0,0,20240516,,30.03,,-0.01,-0.75,0,0
,885537.DDBK,000033.BKDL,0,0,20240516,,20.02,,20.02,-0.71,0,0
,885619.DDBK,000033.BKDL,0,0,20240516,,20.02,,9.99,-0.79,0,0
,886057.DDBK,000033.BKDL,0,0,20240516,,20.02,,0.0,-0.74,0,0
,885427.DDBK,000033.BKDL,0,0,20240516,,10.01,,0.0,-0.89,0,0
,885786.DDBK,000033.BKDL,0,0,20240516,,10.01,,0.0,-0.72,0,0
,885930.DDBK,000033.BKDL,0,0,20240516,,10.01,,10.01,-0.87,0,0
,886002.DDBK,000033.BKDL,0,0,20240516,,10.01,,0.0,-0.91,0,0
000035.BKDL,,,,,20240516,2.0,120.12,,60.04,-0.87,1,0
,885641.DDBK,000035.BKDL,0,0,20240516,,60.06,,60.06,-1.5,1,0
,885710.DDBK,000035.BKDL,0,0,20240516,,30.03,,0.0,-0.65,1,0
,885531.DDBK,000035.BKDL,0,0,20240516,,20.02,,20.02,-1.09,1,0
,885311.DDBK,000035.BKDL,0,0,20240516,,10.01,,10.01,-1.68,1,0
,885571.DDBK,000035.BKDL,0,0,20240516,,10.01,,0.0,-0.96,1,0
,885789.DDBK,000035.BKDL,0,0,20240516,,10.01,,-10.01,-1.05,1,0
,885819.DDBK,000035.BKDL,0,0,20240516,,10.01,,10.01,-1.9,1,0
,885922.DDBK,000035.BKDL,0,0,20240516,,10.01,,0.0,-0.64,1,0
,885936.DDBK,000035.BKDL,0,0,20240516,,10.01,,10.01,-1.99,1,0
,885938.DDBK,000035.BKDL,0,0,20240516,,10.01,,0.0,-1.8,1,0
,885944.DDBK,000035.BKDL,0,0,20240516,,10.01,,0.0,-0.72,1,0
,886038.DDBK,000035.BKDL,0,0,20240516,,10.01,,10.01,-1.54,1,0
000032.BKDL,,,,,20240516,1.0,100.1,,80.05,-0.89,0,0
,885598.DDBK,000032.BKDL,0,0,20240516,,100.1,,80.05,-0.89,0,0
,885905.DDBK,000032.BKDL,0,0,20240516,,80.08,,70.04,-1.04,0,0
,885906.DDBK,000032.BKDL,0,0,20240516,,20.02,,10.01,-0.6,0,0
000038.BKDL,,,,,20240516,2.0,100.1,,-10.05,-0.89,1,0
,885694.DDBK,000038.BKDL,0,0,20240516,,90.09,,-0.04,-0.89,1,1
,883304.DDBK,000038.BKDL,0,0,20240516,,10.01,,-10.01,-0.94,1,0
000031.BKDL,,,,,20240516,1.0,100.1,,70.07,-0.82,0,0
,885362.DDBK,000031.BKDL,0,0,20240516,,40.04,,30.03,-1.18,0,0
,885756.DDBK,000031.BKDL,0,0,20240516,,20.02,,0.0,-0.71,0,0
,885790.DDBK,000031.BKDL,0,0,20240516,,20.02,,20.02,-0.96,0,0
,885957.DDBK,000031.BKDL,0,0,20240516,,20.02,,10.01,-1.31,0,0
,886050.DDBK,000031.BKDL,0,0,20240516,,20.02,,10.01,-1.31,0,0
,885864.DDBK,000031.BKDL,0,0,20240516,,10.01,,10.01,-0.08,0,0
,885908.DDBK,000031.BKDL,0,0,20240516,,10.01,,10.01,-0.66,0,0
,886033.DDBK,000031.BKDL,0,0,20240516,,10.01,,10.01,-0.39,0,0
,886042.DDBK,000031.BKDL,0,0,20240516,,10.01,,10.01,-0.61,0,0
,886044.DDBK,000031.BKDL,0,0,20240516,,10.01,,10.01,-0.88,0,0
000014.BKDL,,,,,20240516,1.0,90.09,,50.04,-0.73,0,0
,885785.DDBK,000014.BKDL,0,0,20240516,,20.02,,10.0,-1.04,0,0
,885759.DDBK,000014.BKDL,0,0,20240516,,10.01,,0.0,-1.39,0,0
,885771.DDBK,000014.BKDL,0,0,20240516,,10.01,,10.01,-1.58,0,0
000015.BKDL,,,,,20240516,2.0,80.08,,-10.04,-0.84,1,0
,885456.DDBK,000015.BKDL,0,0,20240516,,30.03,,10.0,-0.98,1,0
,885620.DDBK,000015.BKDL,0,0,20240516,,20.02,,20.02,-0.98,1,0
,885413.DDBK,000015.BKDL,0,0,20240516,,10.01,,-40.06,-0.81,1,0
,885570.DDBK,000015.BKDL,0,0,20240516,,10.01,,-10.01,-1.84,1,0
,885623.DDBK,000015.BKDL,0,0,20240516,,10.01,,0.0,-0.77,1,0
000010.BKDL,,,,,20240516,2.0,80.08,,40.02,-0.52,1,0
,885420.DDBK,000010.BKDL,0,0,20240516,,10.01,,-0.01,-0.42,1,0
,885543.DDBK,000010.BKDL,0,0,20240516,,10.01,,10.01,0.01,1,0
,885705.DDBK,000010.BKDL,0,0,20240516,,10.01,,0.0,-0.36,1,0
,885899.DDBK,000010.BKDL,0,0,20240516,,10.01,,10.01,-0.84,1,0
,885988.DDBK,000010.BKDL,0,0,20240516,,10.01,,10.01,-0.62,1,0
000017.BKDL,,,,,20240516,2.0,80.08,,-10.01,-0.7,1,0
,886021.DDBK,000017.BKDL,0,0,20240516,,80.08,,-10.01,-0.69,1,1
000012.BKDL,,,,,20240516,1.0,70.07,,9.99,-0.72,0,0
,885480.DDBK,000012.BKDL,0,0,20240516,,20.02,,10.01,-1.37,0,0
,885709.DDBK,000012.BKDL,0,0,20240516,,20.02,,-20.02,-0.92,0,0
,885779.DDBK,000012.BKDL,0,0,20240516,,20.02,,0.0,-1.11,0,0
,885797.DDBK,000012.BKDL,0,0,20240516,,20.02,,20.02,-1.43,0,0
,885580.DDBK,000012.BKDL,0,0,20240516,,10.01,,0.0,0.18,0,0
,885615.DDBK,000012.BKDL,0,0,20240516,,10.01,,0.0,-0.08,0,0
,885772.DDBK,000012.BKDL,0,0,20240516,,10.01,,0.0,-1.08,0,0
,885816.DDBK,000012.BKDL,0,0,20240516,,10.01,,10.01,-0.95,0,0
,885874.DDBK,000012.BKDL,0,0,20240516,,10.01,,-20.02,-0.44,0,0
,885890.DDBK,000012.BKDL,0,0,20240516,,10.01,,-20.02,-0.6,0,0
,885934.DDBK,000012.BKDL,0,0,20240516,,10.01,,-20.02,-0.96,0,0
,886046.DDBK,000012.BKDL,0,0,20240516,,10.01,,0.0,-1.23,0,0
000003.BKDL,,,,,20240516,1.0,70.07,,20.0,-0.88,0,0
,885887.DDBK,000003.BKDL,0,0,20240516,,50.05,,40.04,-1.2,0,0
,885452.DDBK,000003.BKDL,0,0,20240516,,30.03,,20.02,-1.12,0,0
,885976.DDBK,000003.BKDL,0,0,20240516,,30.03,,30.03,-1.16,0,0
,885757.DDBK,000003.BKDL,0,0,20240516,,10.01,,-0.01,-1.13,0,0
,885933.DDBK,000003.BKDL,0,0,20240516,,10.01,,-30.03,-0.69,0,0
,885966.DDBK,000003.BKDL,0,0,20240516,,10.01,,10.01,-0.6,0,0
,885975.DDBK,000003.BKDL,0,0,20240516,,10.01,,0.0,-0.81,0,0
,886013.DDBK,000003.BKDL,0,0,20240516,,10.01,,10.01,-1.21,0,0
,886041.DDBK,000003.BKDL,0,0,20240516,,10.01,,10.01,-1.04,0,0
000009.BKDL,,,,,20240516,2.0,70.07,,30.02,-0.97,1,0
,885880.DDBK,000009.BKDL,0,0,20240516,,20.02,,20.02,-0.41,1,0
,885539.DDBK,000009.BKDL,0,0,20240516,,10.01,,0.0,-1.13,1,0
,885818.DDBK,000009.BKDL,0,0,20240516,,10.01,,10.01,-0.98,1,0
,885846.DDBK,000009.BKDL,0,0,20240516,,10.01,,0.0,-0.91,1,0
,885883.DDBK,000009.BKDL,0,0,20240516,,10.01,,0.0,-0.42,1,0
,885993.DDBK,000009.BKDL,0,0,20240516,,10.01,,0.0,-0.51,1,0
000036.BKDL,,,,,20240516,1.0,70.07,,60.05,-0.46,0,0
,885544.DDBK,000036.BKDL,0,0,20240516,,70.07,,60.05,-0.47,0,0
000023.BKDL,,,,,20240516,1.0,60.06,,-30.06,-0.74,0,0
,885802.DDBK,000023.BKDL,0,0,20240516,,20.02,,9.99,0.57,0,0
,885739.DDBK,000023.BKDL,0,0,20240516,,10.01,,10.01,-0.62,0,0
,885787.DDBK,000023.BKDL,0,0,20240516,,10.01,,0.0,-1.03,0,0
,885869.DDBK,000023.BKDL,0,0,20240516,,10.01,,-20.03,-0.97,0,0
,885873.DDBK,000023.BKDL,0,0,20240516,,10.01,,-10.01,-1.02,0,0
000037.BKDL,,,,,20240516,2.0,60.06,,-20.02,-0.89,1,0
,885520.DDBK,000037.BKDL,0,0,20240516,,40.04,,-10.01,-0.91,1,1
,883303.DDBK,000037.BKDL,0,0,20240516,,20.02,,20.02,-0.74,1,0
,885745.DDBK,000037.BKDL,0,0,20240516,,20.02,,-10.01,-0.95,1,0
,883302.DDBK,000037.BKDL,0,0,20240516,,10.01,,-10.01,-1.06,1,0
000006.BKDL,,,,,20240516,1.0,60.06,,-0.02,-1.0,0,0
,885806.DDBK,000006.BKDL,0,0,20240516,,50.05,,9.99,-1.04,0,1
,885376.DDBK,000006.BKDL,0,0,20240516,,20.02,,20.02,-1.02,0,0
,885502.DDBK,000006.BKDL,0,0,20240516,,10.01,,0.0,-0.82,0,0
,885923.DDBK,000006.BKDL,0,0,20240516,,10.01,,-20.02,-0.81,0,0
,885980.DDBK,000006.BKDL,0,0,20240516,,10.01,,10.01,-1.01,0,0
,885982.DDBK,000006.BKDL,0,0,20240516,,10.01,,10.01,-1.38,0,0
000011.BKDL,,,,,20240516,2.0,60.06,,0.0,-0.9,1,0
,885563.DDBK,000011.BKDL,0,0,20240516,,40.04,,0.0,-0.82,1,0
,885410.DDBK,000011.BKDL,0,0,20240516,,30.03,,20.02,-0.83,1,0
,885919.DDBK,000011.BKDL,0,0,20240516,,20.02,,20.02,-1.0,1,0
,885412.DDBK,000011.BKDL,0,0,20240516,,10.01,,-10.01,-0.93,1,0
,885690.DDBK,000011.BKDL,0,0,20240516,,10.01,,-10.01,-0.6,1,0
,885854.DDBK,000011.BKDL,0,0,20240516,,10.01,,0.0,-0.54,1,0
,886052.DDBK,000011.BKDL,0,0,20240516,,10.01,,0.0,-0.7,1,0
000013.BKDL,,,,,20240516,2.0,60.06,,50.05,-0.7,1,0
,885700.DDBK,000013.BKDL,0,0,20240516,,50.05,,40.04,-0.69,1,0
,885566.DDBK,000013.BKDL,0,0,20240516,,20.02,,20.02,-0.43,1,0
,885743.DDBK,000013.BKDL,0,0,20240516,,20.02,,10.01,-0.64,1,0
,885884.DDBK,000013.BKDL,0,0,20240516,,20.02,,20.02,-0.2,1,0
,885426.DDBK,000013.BKDL,0,0,20240516,,10.01,,10.01,-1.16,1,0
000007.BKDL,,,,,20240516,2.0,60.06,,20.01,0.19,1,0
,885478.DDBK,000007.BKDL,0,0,20240516,,30.03,,20.02,0.1,1,0
,885915.DDBK,000007.BKDL,0,0,20240516,,20.02,,10.01,0.89,1,0
,885386.DDBK,000007.BKDL,0,0,20240516,,10.01,,-0.01,-0.12,1,0
,885439.DDBK,000007.BKDL,0,0,20240516,,10.01,,10.01,-0.3,1,0
,885760.DDBK,000007.BKDL,0,0,20240516,,10.01,,-10.01,0.44,1,0
,885984.DDBK,000007.BKDL,0,0,20240516,,10.01,,0.0,0.3,1,0
,885991.DDBK,000007.BKDL,0,0,20240516,,10.01,,-20.02,0.14,1,0
000004.BKDL,,,,,20240516,2.0,60.06,,-10.04,-0.57,1,0
,885521.DDBK,000004.BKDL,0,0,20240516,,30.03,,20.0,-0.48,1,0
,885924.DDBK,000004.BKDL,0,0,20240516,,20.02,,20.02,-0.5,1,0
,885734.DDBK,000004.BKDL,0,0,20240516,,10.01,,0.0,0.0,1,0
,885744.DDBK,000004.BKDL,0,0,20240516,,10.01,,-10.01,-0.54,1,0
,885827.DDBK,000004.BKDL,0,0,20240516,,10.01,,-20.02,-0.53,1,0
000001.BKDL,,,,,20240516,2.0,60.06,,50.04,-0.58,1,0
,885530.DDBK,000001.BKDL,0,0,20240516,,30.03,,30.03,0.07,1,0
,885973.DDBK,000001.BKDL,0,0,20240516,,30.03,,30.03,-0.6,1,0
,885284.DDBK,000001.BKDL,0,0,20240516,,20.02,,20.02,-0.2,1,0
,885552.DDBK,000001.BKDL,0,0,20240516,,20.02,,10.01,-0.58,1,0
,885969.DDBK,000001.BKDL,0,0,20240516,,10.01,,0.0,-0.81,1,0
,885971.DDBK,000001.BKDL,0,0,20240516,,10.01,,10.01,0.03,1,0
,885972.DDBK,000001.BKDL,0,0,20240516,,10.01,,10.01,-0.71,1,0
000026.BKDL,,,,,20240516,2.0,50.05,,9.99,-0.55,1,0
,885840.DDBK,000026.BKDL,0,0,20240516,,40.04,,20.01,-0.58,1,0
,885611.DDBK,000026.BKDL,0,0,20240516,,10.01,,-10.02,-0.95,1,0
,885642.DDBK,000026.BKDL,0,0,20240516,,10.01,,10.01,-0.45,1,0
000018.BKDL,,,,,20240516,2.0,50.05,,30.01,-0.66,1,0
,885494.DDBK,000018.BKDL,0,0,20240516,,30.03,,9.99,-0.65,1,0
,885500.DDBK,000018.BKDL,0,0,20240516,,20.02,,20.02,1.05,1,0
,885562.DDBK,000018.BKDL,0,0,20240516,,10.01,,0.0,-1.25,1,0
,885733.DDBK,000018.BKDL,0,0,20240516,,10.01,,10.01,-0.67,1,0
000025.BKDL,,,,,20240516,1.0,50.05,,30.01,-0.82,0,0
,885556.DDBK,000025.BKDL,0,0,20240516,,30.03,,20.02,-0.71,0,0
,885312.DDBK,000025.BKDL,0,0,20240516,,20.02,,10.0,-0.93,0,0
,885574.DDBK,000025.BKDL,0,0,20240516,,10.01,,10.01,-0.44,0,0
,885783.DDBK,000025.BKDL,0,0,20240516,,10.01,,-0.01,-0.9,0,0
,885868.DDBK,000025.BKDL,0,0,20240516,,10.01,,10.01,-1.32,0,0
,885940.DDBK,000025.BKDL,0,0,20240516,,10.01,,10.01,-0.41,0,0
000029.BKDL,,,,,20240516,1.0,40.04,,20.0,-0.72,0,0
,885800.DDBK,000029.BKDL,0,0,20240516,,40.04,,30.02,-0.89,1,0
,885675.DDBK,000029.BKDL,0,0,20240516,,10.01,,10.01,-0.87,0,0
,885738.DDBK,000029.BKDL,0,0,20240516,,10.01,,-10.01,-0.62,0,0
,885809.DDBK,000029.BKDL,0,0,20240516,,10.01,,-0.01,-0.72,0,0
,885875.DDBK,000029.BKDL,0,0,20240516,,10.01,,10.01,-0.5,0,0
,885987.DDBK,000029.BKDL,0,0,20240516,,10.01,,10.01,-0.58,0,0
000016.BKDL,,,,,20240516,1.0,40.04,,20.01,-0.98,0,0
,885568.DDBK,000016.BKDL,0,0,20240516,,30.03,,20.02,-1.28,0,0
,885378.DDBK,000016.BKDL,0,0,20240516,,10.01,,-0.01,-0.81,0,0
,885844.DDBK,000016.BKDL,0,0,20240516,,10.01,,0.0,-0.99,0,0
,885881.DDBK,000016.BKDL,0,0,20240516,,10.01,,10.01,-1.22,0,0
,886017.DDBK,000016.BKDL,0,0,20240516,,10.01,,10.01,-1.12,0,0
000028.BKDL,,,,,20240516,2.0,30.03,,30.03,0.27,1,0
,885699.DDBK,000028.BKDL,0,0,20240516,,30.03,,30.03,0.27,1,1
000008.BKDL,,,,,20240516,2.0,20.02,,-20.05,-0.52,1,0
,885423.DDBK,000008.BKDL,0,0,20240516,,10.01,,-0.02,-0.78,1,0
,885572.DDBK,000008.BKDL,0,0,20240516,,10.01,,-20.02,-0.38,1,0
000019.BKDL,,,,,20240516,1.0,20.02,,0.0,-0.85,0,0
,885522.DDBK,000019.BKDL,0,0,20240516,,10.01,,0.0,-0.68,0,0
,885895.DDBK,000019.BKDL,0,0,20240516,,10.01,,0.0,-0.55,0,0
,885960.DDBK,000019.BKDL,0,0,20240516,,10.01,,0.0,-1.3,0,0
000024.BKDL,,,,,20240516,2.0,20.02,,0.0,-0.32,1,0
,885573.DDBK,000024.BKDL,0,0,20240516,,10.01,,0.0,-1.26,1,0
,885962.DDBK,000024.BKDL,0,0,20240516,,10.01,,0.0,-0.64,1,0
000034.BKDL,,,,,20240516,1.0,10.01,,-50.05,-1.04,0,0
,885728.DDBK,000034.BKDL,0,0,20240516,,10.01,,-40.04,-1.05,0,0
000021.BKDL,,,,,20240516,2.0,10.01,,-20.02,-0.75,1,0
,885968.DDBK,000021.BKDL,0,0,20240516,,10.01,,-10.01,-0.2,1,0
000022.BKDL,,,,,20240516,2.0,10.01,,-10.01,0.01,1,0
,885650.DDBK,000022.BKDL,0,0,20240516,,10.01,,10.01,1.12,1,0
000038.BKDL,,,,,20240515,2.0,110.15,,-19.96,0.5,1,0
,885694.DDBK,000038.BKDL,0,0,20240515,,90.13,,-39.98,0.61,1,1
,883304.DDBK,000038.BKDL,0,0,20240515,,20.02,,20.02,-0.06,1,0
000023.BKDL,,,,,20240515,1.0,90.12,,0.04,0.86,0,0
,885869.DDBK,000023.BKDL,0,0,20240515,,30.04,,0.01,0.87,0,0
,885729.DDBK,000023.BKDL,0,0,20240515,,20.02,,20.02,0.91,0,0
,885873.DDBK,000023.BKDL,0,0,20240515,,20.02,,20.02,0.57,0,0
,885802.DDBK,000023.BKDL,0,0,20240515,,10.03,,0.02,1.27,0,0
,885740.DDBK,000023.BKDL,0,0,20240515,,10.01,,0.0,0.36,0,0
,885787.DDBK,000023.BKDL,0,0,20240515,,10.01,,-10.0,0.91,0,0
000015.BKDL,,,,,20240515,2.0,90.12,,-9.96,0.97,1,0
,885413.DDBK,000015.BKDL,0,0,20240515,,50.07,,-29.99,0.95,1,0
,885456.DDBK,000015.BKDL,0,0,20240515,,20.03,,20.03,0.78,1,0
,885570.DDBK,000015.BKDL,0,0,20240515,,20.02,,20.02,1.15,1,0
,885623.DDBK,000015.BKDL,0,0,20240515,,10.01,,10.01,0.4,1,0
,885835.DDBK,000015.BKDL,0,0,20240515,,10.01,,0.0,0.92,1,0
000017.BKDL,,,,,20240515,2.0,90.09,,50.05,0.51,1,0
,886021.DDBK,000017.BKDL,0,0,20240515,,90.09,,50.05,0.53,1,1
,885595.DDBK,000017.BKDL,0,0,20240515,,10.01,,10.01,0.26,1,0
000037.BKDL,,,,,20240515,2.0,80.08,,60.06,0.38,1,0
,885520.DDBK,000037.BKDL,0,0,20240515,,50.05,,40.04,0.37,1,1
,885745.DDBK,000037.BKDL,0,0,20240515,,30.03,,20.02,0.18,1,0
,883302.DDBK,000037.BKDL,0,0,20240515,,20.02,,20.02,-0.12,1,0
000004.BKDL,,,,,20240515,2.0,70.1,,-60.01,0.9,1,0
,885827.DDBK,000004.BKDL,0,0,20240515,,30.03,,10.01,1.44,1,0
,885744.DDBK,000004.BKDL,0,0,20240515,,20.02,,0.0,0.69,1,0
,885521.DDBK,000004.BKDL,0,0,20240515,,10.03,,-19.99,0.87,1,0
,885514.DDBK,000004.BKDL,0,0,20240515,,10.01,,0.0,0.85,1,0
,885617.DDBK,000004.BKDL,0,0,20240515,,10.01,,0.0,0.71,1,0
,885734.DDBK,000004.BKDL,0,0,20240515,,10.01,,0.0,1.13,1,0
,885939.DDBK,000004.BKDL,0,0,20240515,,10.01,,0.0,0.44,1,0
000033.BKDL,,,,,20240515,1.0,60.1,,-60.01,0.8,0,0
,885517.DDBK,000033.BKDL,0,0,20240515,,40.05,,-30.01,1.1,0,0
,885929.DDBK,000033.BKDL,0,0,20240515,,30.04,,-40.02,0.74,0,0
,885946.DDBK,000033.BKDL,0,0,20240515,,20.02,,10.01,0.76,0,0
,886057.DDBK,000033.BKDL,0,0,20240515,,20.02,,20.02,1.44,0,0
,885941.DDBK,000033.BKDL,0,0,20240515,,10.04,,-9.98,1.01,0,0
,885619.DDBK,000033.BKDL,0,0,20240515,,10.03,,-9.98,1.08,0,0
,885427.DDBK,000033.BKDL,0,0,20240515,,10.01,,0.0,0.42,0,0
,885786.DDBK,000033.BKDL,0,0,20240515,,10.01,,-20.02,0.88,0,0
,886002.DDBK,000033.BKDL,0,0,20240515,,10.01,,0.0,1.55,0,0
000012.BKDL,,,,,20240515,1.0,60.08,,-90.05,1.56,0,0
,885418.DDBK,000012.BKDL,0,0,20240515,,40.05,,-30.0,1.89,0,0
,885457.DDBK,000012.BKDL,0,0,20240515,,40.05,,-9.98,3.43,0,0
,885603.DDBK,000012.BKDL,0,0,20240515,,40.05,,0.03,2.98,0,0
,885709.DDBK,000012.BKDL,0,0,20240515,,40.04,,-40.03,1.64,0,0
,885874.DDBK,000012.BKDL,0,0,20240515,,30.03,,20.03,4.09,0,0
,885890.DDBK,000012.BKDL,0,0,20240515,,30.03,,-30.02,1.85,0,0
,885934.DDBK,000012.BKDL,0,0,20240515,,30.03,,-20.01,2.14,0,0
,885779.DDBK,000012.BKDL,0,0,20240515,,20.02,,-40.03,1.55,0,0
,885918.DDBK,000012.BKDL,0,0,20240515,,20.02,,0.01,2.59,0,0
,885788.DDBK,000012.BKDL,0,0,20240515,,10.02,,-20.01,1.75,0,0
,885480.DDBK,000012.BKDL,0,0,20240515,,10.01,,-10.01,2.29,0,0
,885580.DDBK,000012.BKDL,0,0,20240515,,10.01,,10.01,2.13,0,0
,885615.DDBK,000012.BKDL,0,0,20240515,,10.01,,0.0,2.32,0,0
,885737.DDBK,000012.BKDL,0,0,20240515,,10.01,,-10.0,2.01,0,0
,885772.DDBK,000012.BKDL,0,0,20240515,,10.01,,0.0,2.23,0,0
,885791.DDBK,000012.BKDL,0,0,20240515,,10.01,,10.01,1.85,0,0
,885876.DDBK,000012.BKDL,0,0,20240515,,10.01,,0.0,2.04,0,0
,886014.DDBK,000012.BKDL,0,0,20240515,,10.01,,0.0,1.87,0,0
,886046.DDBK,000012.BKDL,0,0,20240515,,10.01,,-20.02,2.35,0,0
